PRIORITY,GENRE_NAME,USER_ID_NEW
5,OST,vgScv2iX
1,Ballade,iBv2iKDf
2,dance,iBv2iKDf
3,rap & hiphop,iBv2iKDf
4,rock & metal,iBv2iKDf
5,OST,iBv2iKDf
1,rap & hiphop,5CfcLQKF
2,POP,5CfcLQKF
3,OST,5CfcLQKF
4,R&B/Soul,5CfcLQKF
5,Ballade,5CfcLQKF
1,Ballade,xXp0tUU9
2,POP,xXp0tUU9
3,R&B/Soul,xXp0tUU9
4,trot,xXp0tUU9
5,rock & metal,xXp0tUU9
1,dance,oDxKiajz
2,J-POP,oDxKiajz
3,Ballade,oDxKiajz
4,R&B/Soul,oDxKiajz
5,OST,oDxKiajz
1,POP,3xOVxLyQ
2,Ballade,3xOVxLyQ
3,New Age,3xOVxLyQ
4,rap & hiphop,3xOVxLyQ
5,dance,3xOVxLyQ
1,rap & hiphop,cg0VaeT2
2,J-POP,cg0VaeT2
3,R&B/Soul,cg0VaeT2
4,dance,cg0VaeT2
5,Ballade,cg0VaeT2
1,dance,eg5Egnyi
2,Ballade,eg5Egnyi
3,OST,eg5Egnyi
4,R&B/Soul,eg5Egnyi
5,rock & metal,eg5Egnyi
1,Ballade,tLUJ6M1o
2,R&B/Soul,tLUJ6M1o
3,OST,tLUJ6M1o
4,indie,tLUJ6M1o
5,CCM,tLUJ6M1o
1,Ballade,FaUJnldU
2,rap & hiphop,FaUJnldU
3,dance,FaUJnldU
4,J-POP,FaUJnldU
5,R&B/Soul,FaUJnldU
1,Ballade,dahZpJYS
2,indie,dahZpJYS
3,OST,dahZpJYS
4,rock & metal,dahZpJYS
5,dance,dahZpJYS
1,rap & hiphop,fz04lT0i
2,dance,fz04lT0i
3,J-POP,fz04lT0i
4,Ballade,fz04lT0i
5,OST,fz04lT0i
1,Ballade,M0wrKN4k
2,rock & metal,M0wrKN4k
3,indie,M0wrKN4k
4,rap & hiphop,M0wrKN4k
5,trot,M0wrKN4k
1,Ballade,7wq6yztW
2,rap & hiphop,7wq6yztW
3,OST,7wq6yztW
4,dance,7wq6yztW
5,R&B/Soul,7wq6yztW
1,CCM,QXFuJNCw
2,classic,QXFuJNCw
3,dance,QXFuJNCw
4,Ballade,QXFuJNCw
5,rap & hiphop,QXFuJNCw
1,rap & hiphop,3IORnXv2
2,Ballade,3IORnXv2
3,OST,3IORnXv2
4,indie,3IORnXv2
5,dance,3IORnXv2
1,rap & hiphop,pk568Pu3
2,Ballade,pk568Pu3
3,OST,pk568Pu3
4,indie,pk568Pu3
5,dance,pk568Pu3
1,dance,Psz3pcup
2,Ballade,Psz3pcup
3,J-POP,Psz3pcup
4,rap & hiphop,Psz3pcup
5,R&B/Soul,Psz3pcup
1,dance,yKQnVGw9
2,Ballade,yKQnVGw9
3,J-POP,yKQnVGw9
4,R&B/Soul,yKQnVGw9
5,OST,yKQnVGw9
1,Ballade,6zO1qqFb
2,dance,6zO1qqFb
3,rock & metal,6zO1qqFb
4,OST,6zO1qqFb
5,electronic,6zO1qqFb
1,New Age,9qrpWvG5
2,rap & hiphop,9qrpWvG5
3,J-POP,9qrpWvG5
4,R&B/Soul,9qrpWvG5
5,indie,9qrpWvG5
1,dance,mOnXqTta
2,Ballade,mOnXqTta
3,J-POP,mOnXqTta
4,R&B/Soul,mOnXqTta
5,OST,mOnXqTta
1,dance,maDNuLMH
2,Ballade,maDNuLMH
3,rock & metal,maDNuLMH
4,OST,maDNuLMH
5,R&B/Soul,maDNuLMH
1,dance,xxL4CB4l
2,Ballade,xxL4CB4l
3,musical,xxL4CB4l
4,OST,xxL4CB4l
5,rock & metal,xxL4CB4l
1,rap & hiphop,PUzOxqWN
2,indie,PUzOxqWN
3,OST,PUzOxqWN
4,Ballade,PUzOxqWN
5,children,PUzOxqWN
1,rap & hiphop,kbXwgA5g
2,POP,kbXwgA5g
3,indie,kbXwgA5g
4,OST,kbXwgA5g
5,Ballade,kbXwgA5g
1,rap & hiphop,M0sHaLPJ
2,New Age,M0sHaLPJ
3,Ballade,M0sHaLPJ
4,indie,M0sHaLPJ
5,jazz,M0sHaLPJ
1,dance,cqH7Df2n
2,J-POP,cqH7Df2n
3,Ballade,cqH7Df2n
4,OST,cqH7Df2n
5,rap & hiphop,cqH7Df2n
1,rap & hiphop,iuzptKMa
2,POP,iuzptKMa
3,J-POP,iuzptKMa
4,electronic,iuzptKMa
5,dance,iuzptKMa
1,rap & hiphop,RHxaYePf
2,POP,RHxaYePf
3,Ballade,RHxaYePf
4,J-POP,RHxaYePf
5,dance,RHxaYePf
1,R&B/Soul,lS5U3j6o
2,indie,lS5U3j6o
3,rap & hiphop,lS5U3j6o
4,Ballade,lS5U3j6o
5,OST,lS5U3j6o
1,Ballade,jD3ZIJHf
2,dance,jD3ZIJHf
3,rock & metal,jD3ZIJHf
4,R&B/Soul,jD3ZIJHf
5,electronic,jD3ZIJHf
1,Ballade,2xA66MA5
2,OST,2xA66MA5
3,dance,2xA66MA5
4,rock & metal,2xA66MA5
5,CCM,2xA66MA5
1,rap & hiphop,KdTQ4i6V
2,J-POP,KdTQ4i6V
3,dance,KdTQ4i6V
4,electronic,KdTQ4i6V
5,indie,KdTQ4i6V
1,rock & metal,Al9RXYE3
2,Ballade,Al9RXYE3
3,OST,Al9RXYE3
4,fork & blues,Al9RXYE3
5,indie,Al9RXYE3
1,Ballade,RUM0ytI8
2,dance,RUM0ytI8
3,rap & hiphop,RUM0ytI8
4,rock & metal,RUM0ytI8
5,R&B/Soul,RUM0ytI8
1,Ballade,SRZgRFbN
2,dance,SRZgRFbN
3,OST,SRZgRFbN
4,rock & metal,SRZgRFbN
5,CCM,SRZgRFbN
1,rap & hiphop,DzhWIHpO
2,Ballade,DzhWIHpO
3,indie,DzhWIHpO
4,fork & blues,DzhWIHpO
5,J-POP,DzhWIHpO
1,rap & hiphop,hJm8JO5l
2,POP,hJm8JO5l
3,Ballade,hJm8JO5l
4,dance,hJm8JO5l
5,R&B/Soul,hJm8JO5l
1,POP,hSsaNJQX
2,electronic,hSsaNJQX
3,rock & metal,hSsaNJQX
4,R&B/Soul,hSsaNJQX
5,fork & blues,hSsaNJQX
1,Ballade,BsaEFaRl
2,rap & hiphop,BsaEFaRl
3,dance,BsaEFaRl
4,J-POP,BsaEFaRl
5,rock & metal,BsaEFaRl
1,Ballade,rMEduc10
2,dance,rMEduc10
3,OST,rMEduc10
4,rock & metal,rMEduc10
5,R&B/Soul,rMEduc10
1,Ballade,GZVvlntp
2,rock & metal,GZVvlntp
3,dance,GZVvlntp
4,R&B/Soul,GZVvlntp
5,electronic,GZVvlntp
1,trot,q2X7Lz5X
2,rap & hiphop,q2X7Lz5X
3,Ballade,q2X7Lz5X
4,J-POP,q2X7Lz5X
5,dance,q2X7Lz5X
1,dance,hNsyChXN
2,rap & hiphop,hNsyChXN
3,Ballade,hNsyChXN
4,J-POP,hNsyChXN
5,R&B/Soul,hNsyChXN
1,POP,0yfjyCsW
2,rap & hiphop,0yfjyCsW
3,J-POP,0yfjyCsW
4,Ballade,0yfjyCsW
5,dance,0yfjyCsW
1,Ballade,A2iMUJm7
2,POP,A2iMUJm7
3,R&B/Soul,A2iMUJm7
4,dance,A2iMUJm7
5,OST,A2iMUJm7
1,dance,RJ6jQrYt
2,Ballade,RJ6jQrYt
3,rap & hiphop,RJ6jQrYt
4,J-POP,RJ6jQrYt
5,indie,RJ6jQrYt
1,POP,ZnjXUXEJ
2,OST,ZnjXUXEJ
3,musical,ZnjXUXEJ
4,electronic,ZnjXUXEJ
5,R&B/Soul,ZnjXUXEJ
1,Ballade,noiaNawH
2,rock & metal,noiaNawH
3,R&B/Soul,noiaNawH
4,OST,noiaNawH
5,rap & hiphop,noiaNawH
1,rap & hiphop,Kd11qs0Y
2,dance,Kd11qs0Y
3,J-POP,Kd11qs0Y
4,Ballade,Kd11qs0Y
5,R&B/Soul,Kd11qs0Y
1,Ballade,w1J1XDZc
2,rap & hiphop,w1J1XDZc
3,rock & metal,w1J1XDZc
4,OST,w1J1XDZc
5,dance,w1J1XDZc
1,rap & hiphop,PSQmdMGI
2,J-POP,PSQmdMGI
3,dance,PSQmdMGI
4,POP,PSQmdMGI
5,R&B/Soul,PSQmdMGI
1,dance,5QsTlKgE
2,J-POP,5QsTlKgE
3,R&B/Soul,5QsTlKgE
4,rap & hiphop,5QsTlKgE
5,Ballade,5QsTlKgE
1,dance,n0lpSrTy
2,POP,n0lpSrTy
3,rap & hiphop,n0lpSrTy
4,J-POP,n0lpSrTy
5,Ballade,n0lpSrTy
1,Ballade,gt1Uk5we
2,dance,gt1Uk5we
3,OST,gt1Uk5we
4,R&B/Soul,gt1Uk5we
5,rap & hiphop,gt1Uk5we
1,rap & hiphop,KEtJkIcp
2,Ballade,KEtJkIcp
3,J-POP,KEtJkIcp
4,OST,KEtJkIcp
5,dance,KEtJkIcp
1,Ballade,tJIpIgst
2,dance,tJIpIgst
3,OST,tJIpIgst
4,trot,tJIpIgst
5,R&B/Soul,tJIpIgst
1,dance,P5A4shdA
2,J-POP,P5A4shdA
3,Ballade,P5A4shdA
4,rap & hiphop,P5A4shdA
5,R&B/Soul,P5A4shdA
1,Ballade,vkZoR7uJ
2,dance,vkZoR7uJ
3,rap & hiphop,vkZoR7uJ
4,R&B/Soul,vkZoR7uJ
1,rap & hiphop,HLX3oAmy
2,Ballade,HLX3oAmy
3,J-POP,HLX3oAmy
4,dance,HLX3oAmy
5,rock & metal,HLX3oAmy
1,rap & hiphop,yKOn5r9X
2,R&B/Soul,yKOn5r9X
3,OST,yKOn5r9X
4,Ballade,yKOn5r9X
5,rock & metal,yKOn5r9X
1,rock & metal,Lty0yhBp
2,POP,Lty0yhBp
3,rap & hiphop,Lty0yhBp
4,R&B/Soul,Lty0yhBp
5,Ballade,Lty0yhBp
1,Ballade,hyz9xHmo
2,indie,hyz9xHmo
3,CCM,hyz9xHmo
4,rap & hiphop,hyz9xHmo
5,trot,hyz9xHmo
1,Ballade,shfNYxqZ
2,rock & metal,shfNYxqZ
3,R&B/Soul,shfNYxqZ
4,OST,shfNYxqZ
5,dance,shfNYxqZ
1,dance,sKEdUm7q
2,Ballade,sKEdUm7q
3,R&B/Soul,sKEdUm7q
4,rock & metal,sKEdUm7q
5,rap & hiphop,sKEdUm7q
1,Ballade,p9vNGMRH
2,R&B/Soul,p9vNGMRH
3,rock & metal,p9vNGMRH
4,electronic,p9vNGMRH
5,dance,p9vNGMRH
1,classic,cv63DK1U
2,Ballade,cv63DK1U
3,indie,cv63DK1U
4,rap & hiphop,cv63DK1U
5,rock & metal,cv63DK1U
1,Ballade,iByecByc
2,dance,iByecByc
3,OST,iByecByc
4,rap & hiphop,iByecByc
5,R&B/Soul,iByecByc
1,rap & hiphop,4IvTWPvb
2,indie,4IvTWPvb
3,R&B/Soul,4IvTWPvb
4,Ballade,4IvTWPvb
5,dance,4IvTWPvb
1,rap & hiphop,122dMLRl
2,dance,122dMLRl
3,Ballade,122dMLRl
4,R&B/Soul,122dMLRl
5,rock & metal,122dMLRl
1,Ballade,ShWdaIiJ
2,rap & hiphop,ShWdaIiJ
3,OST,ShWdaIiJ
4,dance,ShWdaIiJ
5,R&B/Soul,ShWdaIiJ
1,rap & hiphop,FPyqEBca
2,jazz,FPyqEBca
3,rock & metal,FPyqEBca
4,indie,FPyqEBca
5,OST,FPyqEBca
1,Ballade,jgL6cCyM
2,OST,jgL6cCyM
3,fork & blues,jgL6cCyM
4,indie,jgL6cCyM
5,rock & metal,jgL6cCyM
1,Ballade,d2JHohq8
2,rap & hiphop,d2JHohq8
3,indie,d2JHohq8
4,R&B/Soul,d2JHohq8
5,OST,d2JHohq8
1,Ballade,VJIvX4om
2,OST,VJIvX4om
3,R&B/Soul,VJIvX4om
4,CCM,VJIvX4om
5,rock & metal,VJIvX4om
1,rap & hiphop,vWgDfBF1
2,indie,vWgDfBF1
3,R&B/Soul,vWgDfBF1
4,OST,vWgDfBF1
5,Ballade,vWgDfBF1
1,Ballade,jehonELu
2,rock & metal,jehonELu
3,indie,jehonELu
4,OST,jehonELu
5,fork & blues,jehonELu
1,R&B/Soul,BroqMQkk
2,indie,BroqMQkk
3,Ballade,BroqMQkk
4,rap & hiphop,BroqMQkk
5,POP,BroqMQkk
1,Ballade,RAlXElCG
2,R&B/Soul,RAlXElCG
3,OST,RAlXElCG
4,dance,RAlXElCG
5,rock & metal,RAlXElCG
1,rap & hiphop,eg1Otpq0
2,R&B/Soul,eg1Otpq0
3,dance,eg1Otpq0
4,OST,eg1Otpq0
5,Ballade,eg1Otpq0
1,dance,i9LYHvRZ
2,R&B/Soul,i9LYHvRZ
3,rap & hiphop,i9LYHvRZ
4,rock & metal,i9LYHvRZ
5,electronic,i9LYHvRZ
1,Ballade,wBNdc2Vx
2,POP,wBNdc2Vx
3,R&B/Soul,wBNdc2Vx
4,dance,wBNdc2Vx
5,indie,wBNdc2Vx
1,Ballade,SBkra0N4
2,indie,SBkra0N4
3,dance,SBkra0N4
4,R&B/Soul,SBkra0N4
5,fork & blues,SBkra0N4
1,dance,fADVkLsc
2,rock & metal,fADVkLsc
1,Ballade,78iqC9J7
2,indie,78iqC9J7
3,rap & hiphop,78iqC9J7
4,fork & blues,78iqC9J7
5,dance,78iqC9J7
1,Ballade,UzGA4y7Q
2,rock & metal,UzGA4y7Q
3,R&B/Soul,UzGA4y7Q
4,OST,UzGA4y7Q
5,electronic,UzGA4y7Q
1,Ballade,9rjQhEv7
2,OST,9rjQhEv7
3,fork & blues,9rjQhEv7
4,dance,9rjQhEv7
5,indie,9rjQhEv7
1,dance,KXHTZywP
2,R&B/Soul,KXHTZywP
3,rap & hiphop,KXHTZywP
4,Ballade,KXHTZywP
5,J-POP,KXHTZywP
1,Ballade,jGJtdv5f
2,rock & metal,jGJtdv5f
3,R&B/Soul,jGJtdv5f
4,electronic,jGJtdv5f
5,dance,jGJtdv5f
1,dance,W1PxjyQj
2,R&B/Soul,W1PxjyQj
3,Ballade,W1PxjyQj
4,J-POP,W1PxjyQj
5,rap & hiphop,W1PxjyQj
1,rap & hiphop,IiaSGEof
2,J-POP,IiaSGEof
3,POP,IiaSGEof
4,dance,IiaSGEof
5,R&B/Soul,IiaSGEof
1,Ballade,Q7YiYIvW
2,dance,Q7YiYIvW
3,classic,Q7YiYIvW
4,rock & metal,Q7YiYIvW
5,Gugak,Q7YiYIvW
1,R&B/Soul,i1NDYsfk
2,rap & hiphop,i1NDYsfk
3,dance,i1NDYsfk
4,indie,i1NDYsfk
5,Ballade,i1NDYsfk
1,rap & hiphop,jS5u9HFX
2,dance,jS5u9HFX
3,J-POP,jS5u9HFX
4,R&B/Soul,jS5u9HFX
5,Ballade,jS5u9HFX
1,rap & hiphop,Y27fw6EX
2,OST,Y27fw6EX
3,indie,Y27fw6EX
4,Ballade,Y27fw6EX
5,dance,Y27fw6EX
1,dance,OWHU0Kzl
2,rap & hiphop,OWHU0Kzl
3,POP,OWHU0Kzl
4,R&B/Soul,OWHU0Kzl
5,rock & metal,OWHU0Kzl
1,CCM,Wc1bHyeH
2,Ballade,Wc1bHyeH
3,OST,Wc1bHyeH
4,dance,Wc1bHyeH
5,rap & hiphop,Wc1bHyeH
1,indie,WZC4FVDH
2,Ballade,WZC4FVDH
3,fork & blues,WZC4FVDH
4,rock & metal,WZC4FVDH
5,electronic,WZC4FVDH
1,trot,9uhHAGn5
2,dance,9uhHAGn5
3,Ballade,9uhHAGn5
4,J-POP,9uhHAGn5
5,OST,9uhHAGn5
1,dance,OBHfiHGb
2,rap & hiphop,OBHfiHGb
3,Ballade,OBHfiHGb
4,rock & metal,OBHfiHGb
5,OST,OBHfiHGb
1,rap & hiphop,IKV3ijSo
2,indie,IKV3ijSo
3,R&B/Soul,IKV3ijSo
4,OST,IKV3ijSo
5,electronic,IKV3ijSo
1,dance,Icmkzjg5
2,Ballade,Icmkzjg5
3,rock & metal,Icmkzjg5
4,OST,Icmkzjg5
5,rap & hiphop,Icmkzjg5
1,Ballade,Gje3wS6t
2,trot,Gje3wS6t
3,rock & metal,Gje3wS6t
4,indie,Gje3wS6t
5,R&B/Soul,Gje3wS6t
1,Ballade,F1ZI2YlO
2,OST,F1ZI2YlO
3,dance,F1ZI2YlO
4,rap & hiphop,F1ZI2YlO
5,rock & metal,F1ZI2YlO
1,Ballade,6nuTyU4I
2,fork & blues,6nuTyU4I
3,indie,6nuTyU4I
4,OST,6nuTyU4I
5,dance,6nuTyU4I
1,rap & hiphop,57GRdxkr
2,dance,57GRdxkr
3,J-POP,57GRdxkr
4,Ballade,57GRdxkr
5,R&B/Soul,57GRdxkr
1,rap & hiphop,qET0sPkD
2,Ballade,qET0sPkD
3,J-POP,qET0sPkD
4,dance,qET0sPkD
5,POP,qET0sPkD
1,Ballade,hJlqzOWf
2,OST,hJlqzOWf
3,rap & hiphop,hJlqzOWf
4,R&B/Soul,hJlqzOWf
5,dance,hJlqzOWf
1,trot,5YE5eLIR
2,rap & hiphop,5YE5eLIR
3,Ballade,5YE5eLIR
4,J-POP,5YE5eLIR
5,dance,5YE5eLIR
1,Ballade,sEc0xloi
2,fork & blues,sEc0xloi
3,OST,sEc0xloi
4,indie,sEc0xloi
5,rock & metal,sEc0xloi
1,dance,PbfMoEt6
2,Ballade,PbfMoEt6
3,rock & metal,PbfMoEt6
4,J-POP,PbfMoEt6
5,OST,PbfMoEt6
1,Ballade,fFuM6e0x
2,rap & hiphop,fFuM6e0x
3,indie,fFuM6e0x
4,R&B/Soul,fFuM6e0x
5,dance,fFuM6e0x
1,rap & hiphop,ezRshSZM
2,dance,ezRshSZM
3,Ballade,ezRshSZM
4,J-POP,ezRshSZM
5,R&B/Soul,ezRshSZM
1,rap & hiphop,r2vDGd4K
2,OST,r2vDGd4K
3,Ballade,r2vDGd4K
4,R&B/Soul,r2vDGd4K
5,game,r2vDGd4K
1,Ballade,h7Ms4U8d
2,OST,h7Ms4U8d
3,indie,h7Ms4U8d
4,rock & metal,h7Ms4U8d
5,fork & blues,h7Ms4U8d
1,Ballade,2xxKdZod
2,rap & hiphop,2xxKdZod
3,rock & metal,2xxKdZod
4,R&B/Soul,2xxKdZod
5,OST,2xxKdZod
1,rap & hiphop,Q4fvn70N
2,R&B/Soul,Q4fvn70N
3,electronic,Q4fvn70N
4,dance,Q4fvn70N
1,rap & hiphop,EvoONqyl
2,indie,EvoONqyl
3,Ballade,EvoONqyl
4,OST,EvoONqyl
5,R&B/Soul,EvoONqyl
1,rock & metal,tFwLLBFo
2,Ballade,tFwLLBFo
3,POP,tFwLLBFo
4,dance,tFwLLBFo
5,indie,tFwLLBFo
1,R&B/Soul,rzBqnaUX
2,Ballade,rzBqnaUX
3,dance,rzBqnaUX
4,rock & metal,rzBqnaUX
1,dance,nPBAotQZ
2,Ballade,nPBAotQZ
3,rock & metal,nPBAotQZ
4,R&B/Soul,nPBAotQZ
5,OST,nPBAotQZ
1,rap & hiphop,nHs5gfY4
2,Ballade,nHs5gfY4
3,J-POP,nHs5gfY4
4,dance,nHs5gfY4
5,OST,nHs5gfY4
1,POP,wm7kcb9r
2,Ballade,wm7kcb9r
3,R&B/Soul,wm7kcb9r
4,OST,wm7kcb9r
5,dance,wm7kcb9r
1,Ballade,ZIi9sTZm
2,dance,ZIi9sTZm
3,OST,ZIi9sTZm
4,R&B/Soul,ZIi9sTZm
5,rock & metal,ZIi9sTZm
1,R&B/Soul,iGND9AtI
2,rap & hiphop,iGND9AtI
3,rock & metal,iGND9AtI
4,POP,iGND9AtI
5,OST,iGND9AtI
1,POP,scJCnWul
2,rock & metal,scJCnWul
3,country,scJCnWul
4,electronic,scJCnWul
5,rap & hiphop,scJCnWul
1,Ballade,PWIjdaBF
2,dance,PWIjdaBF
3,rock & metal,PWIjdaBF
4,OST,PWIjdaBF
5,R&B/Soul,PWIjdaBF
1,Ballade,wzvnTSsa
2,OST,wzvnTSsa
3,R&B/Soul,wzvnTSsa
4,dance,wzvnTSsa
5,CCM,wzvnTSsa
1,dance,Dm7WK27M
2,Ballade,Dm7WK27M
3,R&B/Soul,Dm7WK27M
4,rap & hiphop,Dm7WK27M
5,J-POP,Dm7WK27M
1,rap & hiphop,hVXxGcm2
2,POP,hVXxGcm2
3,Ballade,hVXxGcm2
4,rock & metal,hVXxGcm2
5,OST,hVXxGcm2
1,Ballade,bZ1DV0Xo
2,OST,bZ1DV0Xo
3,dance,bZ1DV0Xo
4,rock & metal,bZ1DV0Xo
5,R&B/Soul,bZ1DV0Xo
1,rock & metal,Dtmt5qvM
2,POP,Dtmt5qvM
3,electronic,Dtmt5qvM
4,OST,Dtmt5qvM
5,rap & hiphop,Dtmt5qvM
1,Ballade,UzffXQAt
2,dance,UzffXQAt
3,OST,UzffXQAt
4,rock & metal,UzffXQAt
5,trot,UzffXQAt
1,rap & hiphop,MKeG6RhK
2,dance,MKeG6RhK
3,Ballade,MKeG6RhK
4,J-POP,MKeG6RhK
5,R&B/Soul,MKeG6RhK
1,classic,oOA3cnJm
2,Gugak,oOA3cnJm
3,Ballade,oOA3cnJm
4,dance,oOA3cnJm
5,OST,oOA3cnJm
1,rap & hiphop,0oyIV9aq
2,J-POP,0oyIV9aq
3,Ballade,0oyIV9aq
4,dance,0oyIV9aq
5,rock & metal,0oyIV9aq
1,dance,Sa50oftQ
2,Ballade,Sa50oftQ
3,J-POP,Sa50oftQ
4,rap & hiphop,Sa50oftQ
5,rock & metal,Sa50oftQ
1,Ballade,iGCj7BQc
2,OST,iGCj7BQc
3,R&B/Soul,iGCj7BQc
4,dance,iGCj7BQc
5,rock & metal,iGCj7BQc
1,indie,aHrhRjxd
2,R&B/Soul,aHrhRjxd
3,Ballade,aHrhRjxd
4,OST,aHrhRjxd
5,rap & hiphop,aHrhRjxd
1,rap & hiphop,QPFwvKcG
2,OST,QPFwvKcG
3,Ballade,QPFwvKcG
4,dance,QPFwvKcG
5,rock & metal,QPFwvKcG
1,Ballade,4PXd1gUO
2,dance,4PXd1gUO
3,OST,4PXd1gUO
4,J-POP,4PXd1gUO
5,R&B/Soul,4PXd1gUO
1,rap & hiphop,G3rxm9xV
2,J-POP,G3rxm9xV
3,dance,G3rxm9xV
4,Ballade,G3rxm9xV
5,R&B/Soul,G3rxm9xV
1,rap & hiphop,9SNuVjzB
2,Ballade,9SNuVjzB
3,fork & blues,9SNuVjzB
4,indie,9SNuVjzB
5,OST,9SNuVjzB
1,CCM,aKxpUU7I
2,rap & hiphop,aKxpUU7I
3,dance,aKxpUU7I
4,Ballade,aKxpUU7I
5,R&B/Soul,aKxpUU7I
1,trot,YaJ3ESdf
2,Ballade,YaJ3ESdf
3,OST,YaJ3ESdf
4,indie,YaJ3ESdf
5,rock & metal,YaJ3ESdf
1,rap & hiphop,Z61ytlk6
2,J-POP,Z61ytlk6
3,Ballade,Z61ytlk6
4,dance,Z61ytlk6
5,rock & metal,Z61ytlk6
1,dance,xd8ntH1s
2,Ballade,xd8ntH1s
3,R&B/Soul,xd8ntH1s
4,OST,xd8ntH1s
5,rock & metal,xd8ntH1s
1,trot,00Wrdzp6
2,Ballade,00Wrdzp6
3,OST,00Wrdzp6
4,rock & metal,00Wrdzp6
5,dance,00Wrdzp6
1,rap & hiphop,U983JrTx
2,indie,U983JrTx
3,dance,U983JrTx
4,Ballade,U983JrTx
5,rock & metal,U983JrTx
1,Ballade,2Bj9Anoq
2,R&B/Soul,2Bj9Anoq
3,OST,2Bj9Anoq
4,dance,2Bj9Anoq
5,fork & blues,2Bj9Anoq
1,Ballade,6GQKsAPs
2,rap & hiphop,6GQKsAPs
3,rock & metal,6GQKsAPs
4,R&B/Soul,6GQKsAPs
5,electronic,6GQKsAPs
1,Ballade,OgYpCMcz
2,OST,OgYpCMcz
3,indie,OgYpCMcz
4,dance,OgYpCMcz
5,CCM,OgYpCMcz
1,Ballade,hmMcmeMW
2,rap & hiphop,hmMcmeMW
3,indie,hmMcmeMW
4,dance,hmMcmeMW
5,OST,hmMcmeMW
1,dance,lkepJvfK
2,J-POP,lkepJvfK
3,Ballade,lkepJvfK
4,OST,lkepJvfK
5,children,lkepJvfK
1,Ballade,x7kunEpX
2,fork & blues,x7kunEpX
3,indie,x7kunEpX
4,rock & metal,x7kunEpX
5,OST,x7kunEpX
1,dance,9SlFWWoh
2,Ballade,9SlFWWoh
3,R&B/Soul,9SlFWWoh
1,Ballade,vgDNw11h
2,OST,vgDNw11h
3,dance,vgDNw11h
4,rock & metal,vgDNw11h
5,trot,vgDNw11h
1,Ballade,yXZoNB0h
2,R&B/Soul,yXZoNB0h
3,OST,yXZoNB0h
4,indie,yXZoNB0h
5,dance,yXZoNB0h
1,rap & hiphop,pDW2oz61
2,Ballade,pDW2oz61
3,dance,pDW2oz61
4,OST,pDW2oz61
5,R&B/Soul,pDW2oz61
1,indie,2WSSh4dk
2,rock & metal,2WSSh4dk
3,Ballade,2WSSh4dk
4,fork & blues,2WSSh4dk
5,OST,2WSSh4dk
1,rap & hiphop,DZyusF2J
2,Ballade,DZyusF2J
3,J-POP,DZyusF2J
4,dance,DZyusF2J
5,OST,DZyusF2J
1,dance,xiOmUcQ9
2,R&B/Soul,xiOmUcQ9
3,Ballade,xiOmUcQ9
4,OST,xiOmUcQ9
5,rap & hiphop,xiOmUcQ9
1,classic,YUOWUVYu
2,Ballade,YUOWUVYu
3,jazz,YUOWUVYu
4,Gugak,YUOWUVYu
5,dance,YUOWUVYu
1,dance,WS0q5rD7
2,Ballade,WS0q5rD7
3,J-POP,WS0q5rD7
4,rap & hiphop,WS0q5rD7
5,children,WS0q5rD7
1,Ballade,fIz9JLXZ
2,dance,fIz9JLXZ
3,OST,fIz9JLXZ
4,rock & metal,fIz9JLXZ
5,R&B/Soul,fIz9JLXZ
1,rap & hiphop,ugGHFzO2
2,dance,ugGHFzO2
3,J-POP,ugGHFzO2
4,Ballade,ugGHFzO2
5,POP,ugGHFzO2
1,Ballade,P3xYBRNT
2,rock & metal,P3xYBRNT
3,OST,P3xYBRNT
4,R&B/Soul,P3xYBRNT
5,fork & blues,P3xYBRNT
1,Ballade,dUz9vBQh
2,dance,dUz9vBQh
3,rap & hiphop,dUz9vBQh
4,OST,dUz9vBQh
5,R&B/Soul,dUz9vBQh
1,trot,U0nqoEp9
2,J-POP,U0nqoEp9
3,Ballade,U0nqoEp9
4,rock & metal,U0nqoEp9
5,OST,U0nqoEp9
1,POP,DoLv04eT
2,indie,DoLv04eT
3,R&B/Soul,DoLv04eT
4,rap & hiphop,DoLv04eT
5,fork & blues,DoLv04eT
1,dance,3pcg6rMy
2,J-POP,3pcg6rMy
3,Ballade,3pcg6rMy
4,rap & hiphop,3pcg6rMy
5,R&B/Soul,3pcg6rMy
1,rap & hiphop,x9hj7tcx
2,OST,x9hj7tcx
3,dance,x9hj7tcx
4,indie,x9hj7tcx
5,electronic,x9hj7tcx
1,rap & hiphop,OpQYbJoT
2,J-POP,OpQYbJoT
3,classic,OpQYbJoT
4,Gugak,OpQYbJoT
5,dance,OpQYbJoT
1,Ballade,LjNgx9eO
2,rock & metal,LjNgx9eO
3,R&B/Soul,LjNgx9eO
4,electronic,LjNgx9eO
5,dance,LjNgx9eO
1,Ballade,tf8XdsSQ
2,dance,tf8XdsSQ
3,OST,tf8XdsSQ
4,rock & metal,tf8XdsSQ
5,R&B/Soul,tf8XdsSQ
1,rap & hiphop,1fNk0oQB
2,fork & blues,1fNk0oQB
3,Ballade,1fNk0oQB
4,rock & metal,1fNk0oQB
5,dance,1fNk0oQB
1,Ballade,9m9xUaUT
2,OST,9m9xUaUT
3,rap & hiphop,9m9xUaUT
4,rock & metal,9m9xUaUT
5,dance,9m9xUaUT
1,rap & hiphop,eyKnLZs6
2,Ballade,eyKnLZs6
3,dance,eyKnLZs6
